pos	country_code	source	date	country_code3	region	variable	value	sdr_id	sdr_name	sdr_level
736	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kailahun	"currently admitted (ETC)"	0	8626	Kailahun	ADM2
737	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kenema	"currently admitted (ETC)"	0	8628	Kenema	ADM2
738	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kono	"currently admitted (ETC)"	0	8630	Kono	ADM2
739	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kambia	"currently admitted (ETC)"	0	8627	Kambia	ADM2
740	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Koinadugu	"currently admitted (ETC)"	0	8629	Koinadugu	ADM2
741	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bombali	"currently admitted (ETC)"	0	8623	Bombali	ADM2
742	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Tonkolili	"currently admitted (ETC)"	0	8634	Tonkolili	ADM2
743	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Port Loko"	"currently admitted (ETC)"	0	8632	"Port Loko"	ADM2
744	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Pujehun	"currently admitted (ETC)"	0	8633	Pujehun	ADM2
745	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bo	"currently admitted (ETC)"	0	8625	Bo	ADM2
746	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Moyamba	"currently admitted (ETC)"	0	8631	Moyamba	ADM2
747	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bonthe	"currently admitted (ETC)"	0	8624	Bonthe	ADM2
748	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area urban"	"currently admitted (ETC)"	0	149745	"Western Area Urban"	ADM2
749	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area rural"	"currently admitted (ETC)"	0	149746	"Western Area Rural"	ADM2
750	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	National	"cumulative admissions (ETC)"	0	0		
751	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kailahun	"cumulative admissions (ETC)"	0	8626	Kailahun	ADM2
752	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kenema	"cumulative admissions (ETC)"	0	8628	Kenema	ADM2
753	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kono	"cumulative admissions (ETC)"	0	8630	Kono	ADM2
754	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kambia	"cumulative admissions (ETC)"	0	8627	Kambia	ADM2
755	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Koinadugu	"cumulative admissions (ETC)"	0	8629	Koinadugu	ADM2
756	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bombali	"cumulative admissions (ETC)"	0	8623	Bombali	ADM2
757	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Tonkolili	"cumulative admissions (ETC)"	0	8634	Tonkolili	ADM2
758	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Port Loko"	"cumulative admissions (ETC)"	0	8632	"Port Loko"	ADM2
759	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Pujehun	"cumulative admissions (ETC)"	0	8633	Pujehun	ADM2
760	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bo	"cumulative admissions (ETC)"	0	8625	Bo	ADM2
761	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Moyamba	"cumulative admissions (ETC)"	0	8631	Moyamba	ADM2
762	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bonthe	"cumulative admissions (ETC)"	0	8624	Bonthe	ADM2
763	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area urban"	"cumulative admissions (ETC)"	0	149745	"Western Area Urban"	ADM2
764	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area rural"	"cumulative admissions (ETC)"	0	149746	"Western Area Rural"	ADM2
765	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	National	"new deaths (ETC)"	0	0		
766	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kailahun	"new deaths (ETC)"	0	8626	Kailahun	ADM2
767	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kenema	"new deaths (ETC)"	0	8628	Kenema	ADM2
768	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kono	"new deaths (ETC)"	0	8630	Kono	ADM2
769	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kambia	"new deaths (ETC)"	0	8627	Kambia	ADM2
770	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Koinadugu	"new deaths (ETC)"	0	8629	Koinadugu	ADM2
771	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bombali	"new deaths (ETC)"	0	8623	Bombali	ADM2
772	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Tonkolili	"new deaths (ETC)"	0	8634	Tonkolili	ADM2
773	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Port Loko"	"new deaths (ETC)"	0	8632	"Port Loko"	ADM2
774	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Pujehun	"new deaths (ETC)"	0	8633	Pujehun	ADM2
775	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bo	"new deaths (ETC)"	0	8625	Bo	ADM2
776	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Moyamba	"new deaths (ETC)"	0	8631	Moyamba	ADM2
777	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bonthe	"new deaths (ETC)"	0	8624	Bonthe	ADM2
778	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area urban"	"new deaths (ETC)"	0	149745	"Western Area Urban"	ADM2
779	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area rural"	"new deaths (ETC)"	0	149746	"Western Area Rural"	ADM2
780	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	National	"total deaths (ETC)"	0	0		
781	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kailahun	"total deaths (ETC)"	0	8626	Kailahun	ADM2
782	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kenema	"total deaths (ETC)"	0	8628	Kenema	ADM2
783	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kono	"total deaths (ETC)"	0	8630	Kono	ADM2
784	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kambia	"total deaths (ETC)"	0	8627	Kambia	ADM2
785	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Koinadugu	"total deaths (ETC)"	0	8629	Koinadugu	ADM2
786	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bombali	"total deaths (ETC)"	0	8623	Bombali	ADM2
787	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Tonkolili	"total deaths (ETC)"	0	8634	Tonkolili	ADM2
788	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Port Loko"	"total deaths (ETC)"	0	8632	"Port Loko"	ADM2
789	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Pujehun	"total deaths (ETC)"	0	8633	Pujehun	ADM2
790	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bo	"total deaths (ETC)"	0	8625	Bo	ADM2
791	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Moyamba	"total deaths (ETC)"	0	8631	Moyamba	ADM2
792	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bonthe	"total deaths (ETC)"	0	8624	Bonthe	ADM2
793	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area urban"	"total deaths (ETC)"	0	149745	"Western Area Urban"	ADM2
794	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area rural"	"total deaths (ETC)"	0	149746	"Western Area Rural"	ADM2
795	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	National	"new discharges (ETC)"	0	0		
796	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kailahun	"new discharges (ETC)"	0	8626	Kailahun	ADM2
797	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kenema	"new discharges (ETC)"	0	8628	Kenema	ADM2
798	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kono	"new discharges (ETC)"	0	8630	Kono	ADM2
799	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kambia	"new discharges (ETC)"	0	8627	Kambia	ADM2
800	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Koinadugu	"new discharges (ETC)"	0	8629	Koinadugu	ADM2
801	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bombali	"new discharges (ETC)"	0	8623	Bombali	ADM2
802	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Tonkolili	"new discharges (ETC)"	0	8634	Tonkolili	ADM2
803	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Port Loko"	"new discharges (ETC)"	0	8632	"Port Loko"	ADM2
804	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Pujehun	"new discharges (ETC)"	0	8633	Pujehun	ADM2
805	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bo	"new discharges (ETC)"	0	8625	Bo	ADM2
806	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Moyamba	"new discharges (ETC)"	0	8631	Moyamba	ADM2
807	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bonthe	"new discharges (ETC)"	0	8624	Bonthe	ADM2
808	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area urban"	"new discharges (ETC)"	0	149745	"Western Area Urban"	ADM2
809	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area rural"	"new discharges (ETC)"	0	149746	"Western Area Rural"	ADM2
810	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	National	"total discharges (ETC)"	0	0		
811	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kailahun	"total discharges (ETC)"	0	8626	Kailahun	ADM2
812	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kenema	"total discharges (ETC)"	0	8628	Kenema	ADM2
813	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kono	"total discharges (ETC)"	0	8630	Kono	ADM2
814	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kambia	"total discharges (ETC)"	0	8627	Kambia	ADM2
815	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Koinadugu	"total discharges (ETC)"	0	8629	Koinadugu	ADM2
816	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bombali	"total discharges (ETC)"	0	8623	Bombali	ADM2
817	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Tonkolili	"total discharges (ETC)"	0	8634	Tonkolili	ADM2
818	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Port Loko"	"total discharges (ETC)"	0	8632	"Port Loko"	ADM2
819	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Pujehun	"total discharges (ETC)"	0	8633	Pujehun	ADM2
820	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bo	"total discharges (ETC)"	0	8625	Bo	ADM2
821	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Moyamba	"total discharges (ETC)"	0	8631	Moyamba	ADM2
822	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bonthe	"total discharges (ETC)"	0	8624	Bonthe	ADM2
823	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area urban"	"total discharges (ETC)"	0	149745	"Western Area Urban"	ADM2
824	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area rural"	"total discharges (ETC)"	0	149746	"Western Area Rural"	ADM2
825	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	National	"total contacts listed"	0	0		
826	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kailahun	"total contacts listed"	0	8626	Kailahun	ADM2
827	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kenema	"total contacts listed"	0	8628	Kenema	ADM2
828	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kono	"total contacts listed"	0	8630	Kono	ADM2
829	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kambia	"total contacts listed"	0	8627	Kambia	ADM2
830	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Koinadugu	"total contacts listed"	0	8629	Koinadugu	ADM2
831	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bombali	"total contacts listed"	0	8623	Bombali	ADM2
832	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Tonkolili	"total contacts listed"	0	8634	Tonkolili	ADM2
833	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Port Loko"	"total contacts listed"	0	8632	"Port Loko"	ADM2
834	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Pujehun	"total contacts listed"	0	8633	Pujehun	ADM2
835	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bo	"total contacts listed"	0	8625	Bo	ADM2
836	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Moyamba	"total contacts listed"	0	8631	Moyamba	ADM2
837	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bonthe	"total contacts listed"	0	8624	Bonthe	ADM2
838	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area urban"	"total contacts listed"	0	149745	"Western Area Urban"	ADM2
839	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area rural"	"total contacts listed"	0	149746	"Western Area Rural"	ADM2
840	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	National	"total contacts complete 21 day follow up"	0	0		
841	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kailahun	"total contacts complete 21 day follow up"	0	8626	Kailahun	ADM2
842	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kenema	"total contacts complete 21 day follow up"	0	8628	Kenema	ADM2
843	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kono	"total contacts complete 21 day follow up"	0	8630	Kono	ADM2
844	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kambia	"total contacts complete 21 day follow up"	0	8627	Kambia	ADM2
845	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Koinadugu	"total contacts complete 21 day follow up"	0	8629	Koinadugu	ADM2
846	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bombali	"total contacts complete 21 day follow up"	0	8623	Bombali	ADM2
847	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Tonkolili	"total contacts complete 21 day follow up"	0	8634	Tonkolili	ADM2
848	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Port Loko"	"total contacts complete 21 day follow up"	0	8632	"Port Loko"	ADM2
849	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Pujehun	"total contacts complete 21 day follow up"	0	8633	Pujehun	ADM2
850	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bo	"total contacts complete 21 day follow up"	0	8625	Bo	ADM2
851	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Moyamba	"total contacts complete 21 day follow up"	0	8631	Moyamba	ADM2
852	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Bonthe	"total contacts complete 21 day follow up"	0	8624	Bonthe	ADM2
853	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area urban"	"total contacts complete 21 day follow up"	0	149745	"Western Area Urban"	ADM2
854	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	"Western area rural"	"total contacts complete 21 day follow up"	0	149746	"Western Area Rural"	ADM2
855	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	National	"contacts currently being followed"	0	0		
856	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kailahun	"contacts currently being followed"	0	8626	Kailahun	ADM2
857	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kenema	"contacts currently being followed"	0	8628	Kenema	ADM2
858	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kono	"contacts currently being followed"	0	8630	Kono	ADM2
859	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Kambia	"contacts currently being followed"	0	8627	Kambia	ADM2
860	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 168)"	11/11/14	SLE	Koinadugu	"contacts currently being followed"	0	8629	Koinadugu	ADM2
