Are_PMTCT	Attribute1	Attribute2	Attribute3	Contacts	County	CreationDate	Creator	Deaths	District	Do_facilit	EditDate	Editor	Facility_I	Funding	GOL_facili	GlobalID	HIV_care_a	Head_Docto	Lat	Lon	Patients	Which_cell	X_PROJ	Y_PROJ	a_TB_diagn	beds	facility_n	facility_t	OBJECTID	geometry	country_code	sdr_id	sdr_name	sdr_level
N			0	7629176.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Voinjama	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000030	PMU	Y	d2207b3a-3daa-428b-8366-ab9848ebf5ee	N/A	"Moses O. Darkolon"	-9.67	8.46	0	Cellcom	425887.11	935404.16	N	N/A	Sarkonedu	Clinic	171	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6732999998816,8.4616999995812],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7615	Voinjama	ADM1
N			0	65240255.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Foya	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000051	"MOHSW only"	Y	22628152-b9f4-44f2-a54b-f6cec9389250	N/A	"Moses F. Momolu II"	-10.21	8.36	0	Lonestar;Cellcom;Comium	366450.75	924656.15	N	N/A	"Foya Community"	Clinic	172	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.212899999725,8.3631999996305],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6430	"Foya Tengia"	ADM1
Y			0	6623814.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Foya	Y	"0000-00-00 00:00:00"	davidjhealy	LR21-000050	PMU	Y	c48fb414-b500-4513-abdc-2f5f118d8b6d	N/A	"Anderson K. Tatapa"	-10.21	8.38	0	Lonestar;Cellcom	367283.66	926931.51	N	N/A	Shelloe	Clinic	173	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.205400000237,8.383800000285],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6430	"Foya Tengia"	ADM1
Y			0	6621280.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Foya	Y	"0000-00-00 00:00:00"	davidjhealy	LR21-000052	PMU	Y	4a452891-3107-445a-833a-d8862de74f61	N/A	"Lincoln Gbabolo"	-10.11	8.44	0	None	378080.36	932704.90	N	N/A	"Porluma Health Post"	Clinic	174	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.107499999731,8.4363000002241],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6430	"Foya Tengia"	ADM1
N			0	880742562.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Foya	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000042	PMU	Y	0f0b5257-1497-4129-9dcc-b186fe5edca9	N/A	"Frencis s. Messequoi"	-10.28	8.36	0	None	358675.23	924459.63	N	N/A	Warsonga	Clinic	175	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.283500000244,8.3611999995804],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6430	"Foya Tengia"	ADM1
N			0	5585107.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000056	"Faith Based Organization"	N	9cfe14c2-f85a-4a11-b5dd-8fafaec765ad	N/A	"Thomas N. Kawala"	-10.07	8.33	0	Comium	382574.41	921281.26	--EMPTY--	N/A	Faith	Clinic	176	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.066400000247,8.3331000000302],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
N			0	0.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000057	PMU	Y	8590b57e-e36c-4b9d-9b9b-f0428793d68c	N/A	"Seleke kamara"	-10.06	7.97	0	None	383657.58	880621.30	N	N/A	Gondolahun	Clinic	177	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.055600000428,7.9654000003648],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
Y			0	6335990.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Foya	Y	"0000-00-00 00:00:00"	davidjhealy	LR21-000023	PMU	Y	0aa01b9d-9761-4fdc-bbe7-6b9d300f98d8	N/A	"Bendu P. Ndorleh"	-10.27	8.28	0	None	359581.43	915178.96	N	N/A	"Foya Tengia"	Clinic	178	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.275000000354,8.2773000002994],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6430	"Foya Tengia"	ADM1
N			0	6850558.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000017	"MOHSW only"	Y	455d5e1d-bc4c-4044-af6c-a5da80a1ac23	N/A	"Boakai D. Kanneh"	-10.17	8.22	0	None	370743.29	908974.46	N	N/A	"Fangonda Public"	Clinic	179	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.173500000408,8.2214999996156],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
Y			0	6990988.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000039	PMU	Y	586ae5d1-05a4-4f51-b165-5af524727db1	N	"Henry K. Jallah"	-10.16	8.23	0	None	371990.32	909733.79	N/A	15	Bolahun	"Health Center"	180	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.162199999953,8.2283999998395],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
Y			0	6521869.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	Y	"0000-00-00 00:00:00"	davidjhealy	LR21-000004	IRC	Y	b5578acf-2eb4-45f9-a43d-73154f3d6eb0	Y	"Ngormbu J. Ballah"	-10.08	8.29	0	Lonestar;Comium	380657.27	916918.83	N/A	64	Kolahun	Hospital	181	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.083700000163,8.2935999998613],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
N			0	6667530.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Foya	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000018	PMU	Y	f178448f-d5f3-48d9-ac8e-6e0aa3bfec3d	N/A	"Nison S. Varney"	-12.28	8.22	0	None	359553.00	908022.00	N	N/A	Lamgbamba	Clinic	182	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.275050703129,8.2125774645095],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6430	"Foya Tengia"	ADM1
N			0	6640112.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000041	PMU	Y	3a1a0dd6-1749-4a8f-9f5b-dc656fe6c249	N/A	"Lavieto N. kpadeh"	-10.22	8.16	0	None	366041.57	902431.23	N	N/A	Kaintahun	Clinic	183	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.216000000026,8.1621999995923],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
N			0	6630709.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Foya	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000021	SC-UK	N	c493fa35-f91c-402c-8b8b-880fdbf26b88	N/A	"Nathaniel T. Nabieu"	-10.21	8.36	0	Lonestar;Cellcom;Comium	366813.28	924367.53	N	N/A	"Isaac Kpema"	Clinic	184	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.209599999673,8.3605999996657],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6430	"Foya Tengia"	ADM1
N			0	6613956.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Foya	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000046	PMU	Y	b3f461ce-cc16-40cb-b017-00cc2b5d1ae2	N/A	"Korboi S. Roberts"	-10.22	8.23	0	None	365096.16	910362.53	N	N/A	Yekpedu	Clinic	185	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.224799999663,8.2339000002095],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6430	"Foya Tengia"	ADM1
N			0	5748154.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000003	PMU	Y	6cc57391-7af6-4e5f-bbc1-900e3f910062	N/A	"Paul McGill Sr."	-10.15	8.32	0	Comium	373307.20	919427.46	N	N/A	Korworhun	Clinic	186	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.15050000014,8.3160999999056],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
N			0	6900221.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Foya	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000043	PMU	Y	e5e776c9-ef14-4d37-bee9-8be7e859c53d	N/A	"William A. Tatapaa"	-10.16	8.50	0	None	372231.71	939312.27	N	N/A	Sorlumba	Clinic	187	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.160799999813,8.4958999999779],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6430	"Foya Tengia"	ADM1
Y			0	5730020.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Voinjama	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000033	PMU	Y	4637eab3-6b91-420b-b3da-c6c62d5bc4c1	N/A	"Wellimena K. Mainolo"	-9.84	8.45	0	Comium	407005.75	934302.14	N	N/A	Lawalazu	Clinic	188	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8447999996923,8.4514000001526],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7615	Voinjama	ADM1
N			0	6634033.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Voinjama	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000032	"MOHSW only"	Y	a8138ffb-050e-4eae-a8ea-c8991c46ad88	N/A	"David K. Zumo"	-9.90	8.37	0	None	400633.10	925360.45	N	N/A	Vezala	Clinic	189	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9024999996695,8.3704000002879],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7615	Voinjama	ADM1
N			0	88068852.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000063	"MOHSW only"	Y	3505f304-c0ab-4428-b595-e41bd87e1186	N/A	"Samuel Ngafua"	-10.07	8.39	0	None	382591.38	927550.69	N	N/A	Fassavulu	Clinic	190	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.066399999711,8.3898000003059],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
N			0	5482408.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000005	PMU	Y	56da0337-08ec-4c69-8b6e-1a09e2a09310	N/A	"Alphonso kerkula"	-9.96	844202.00	0	None	394310.08	933292.18	Y	N/A	Nyendemolayhun	Clinic	191	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9601000002259,8.4419999998425],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
N			0	6205347.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000013	"MOHSW only"	Y	c8d00c4e-d34c-4568-a33a-1e0ac699b801	N/A	"Jusu M. Foday"	-10.23	8.18	0	None	364062.94	903941.10	N	N/A	"Popalahun Public"	Clinic	192	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.233999999897,8.1757999996321],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
N			0	6127960.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000007	"MOHSW only"	Y	5853bb8d-e480-4746-a578-a54efaf8c088	N/A	"Victor Gboria Jabba"	-10.30	8.14	0	None	357195.96	899616.84	N	N/A	Kamatahun	Clinic	193	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.296199999701,8.1364999995837],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
N			0	880533975.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Vahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000040	PMU	Y	110871fa-ac27-488f-b142-658b5f5748e2	N	"David K. Sumo"	-10.50	8.06	0	Lonestar	334752.28	891499.63	N/A	15	Vahun	"Health Center"	194	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.499600000208,8.0623999997246],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5638	Vahun	ADM2
N			0	0.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Kolahun	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000012	"MOHSW only"	Y	49d33893-c9c9-4d03-ba50-cb432f05131a	N	"Foday Gbondo"	-10.24	8.05	0	None	363149.12	889745.65	N/A	4	"Lukasu Public"	"Health Center"	195	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.241900000282,8.0474000000557],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5592	Kolahun	ADM2
N			0	6409694.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Salayea	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000016	IRC	Y	6c330c40-5987-4f7e-b2d0-662545ffe6dc	N/A	"Vivian B. Saywala"	-9.43	7.69	0	None	452975.59	849807.32	N	N/A	Gbanway	Clinic	196	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4263999999928,7.6878000000299],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7392	Salaya	ADM1
N			0	77210445.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Salayea	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000048	IRC	Y	7c54f0ca-693d-47ca-96ca-cf5e7d7840bc	N/A	"Gonkanue Menwan"	-9.48	7.52	0	Lonestar	447176.13	831240.49	N	N/A	Gorlu	Clinic	197	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4788000002561,7.5198000002532],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7392	Salaya	ADM1
N			0	6516609.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Zorzor	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000011	IRC	Y	ca850ad6-c0f9-488c-9867-5f4522cd5539	N/A	"Malay Y. kpadeh"	-9.47	7.82	0	Lonestar;Cellcom	448382.25	864825.35	N	N/A	Fissebu	Clinic	198	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4682000003728,7.8236000000356],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5650	Zorzor	ADM2
N			0	6655750.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Zorzor	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000008	IRC	Y	7f168556-ef66-4ce3-af2d-c163f9d98efe	N/A	"J. Gayflow Ballahar Gbeah"	-9.46	7.91	0	None	449428.75	874088.66	N	N/A	Borkeza	Clinic	199	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4587999996635,7.9074000003635],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5650	Zorzor	ADM2
N			0	6573395.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Salayea	Y	"0000-00-00 00:00:00"	davidjhealy	LR21-000020	IRC	Y	977816fa-2e8c-4497-b9b1-0e4a57b13870	N/A	"Mardee s. Amara"	-9.49	7.62	0	Lonestar	445765.34	842242.11	Y	N/A	"Salayea Community"	Clinic	200	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4916999996331,7.6192999997868],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7392	Salaya	ADM1
N			0	76476047.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Zorzor	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000022	IRC	Y	e1c5d37c-8578-43fe-82bc-1cfc8a9dc991	N/A	"T. Marcus Youdee"	-9.59	7.65	0	None	435126.09	845970.07	N	N/A	Zolowo	Clinic	201	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5882000002473,7.6528999997011],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5650	Zorzor	ADM2
N			0	6822863.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Salayea	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000049	IRC	Y	22b72424-934a-461c-822a-3cf615fc99e1	N/A	"James D. gizzie"	-9.42	7.66	0	None	453391.11	846191.83	N	N/A	Yarpua	Clinic	202	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4225999997884,7.6551000000569],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7392	Salaya	ADM1
N			0	77756117.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Salayea	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000047	IRC	Y	ea8cc0c6-5a0a-4ebe-846e-41fbeb15fd41	N/A	"Yamah M. Badabu"	-9.55	7.51	0	Cellcom	439385.19	829856.65	N	N/A	"Gbonyea Community"	Clinic	203	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5493999996859,7.5071999998997],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7392	Salaya	ADM1
N			0	6613674.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Salayea	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000044	IRC	Y	08904302-976f-4a5b-9edc-e998f9c4505a	N/A	"Joseph Foday"	-9.49	7.42	0	Lonestar	445751.69	820264.16	N	N/A	Gonglota	Clinic	204	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.491599999878,7.4205000001735],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7392	Salaya	ADM1
Y			0	880744193.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Salayea	Y	"0000-00-00 00:00:00"	davidjhealy	LR21-000060	IRC	Y	1f6f0dcc-6cdd-443a-be9b-03716b06c6c0	N/A	"Larry K zayzay"	-9.44	7.72	0	Lonestar;Cellcom	451909.70	853600.37	N	N/A	Sucromo	Clinic	205	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4361000000609,7.7220999995976],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7392	Salaya	ADM1
Y			0	6341395.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Zorzor	Y	"0000-00-00 00:00:00"	davidjhealy	LR21-000006	"Faith Based Organization"	N	2f077441-260c-4396-9e40-ba2a5c5568fb	Y	"Dr. Willie Roberts"	-9.43	7.78	0	Lonestar;Cellcom;Libercell;Comium	452301.63	859459.30	N/A	100	"Curran Lutheran"	Hospital	206	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4326000000161,7.7750999996146],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5650	Zorzor	ADM2
N			0	6729606.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Salayea	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000019	IRC	Y	3c43471a-b126-4c0c-939b-1a529ef5971a	N/A	"Timothy Y. Tokpah"	-9.39	7.72	0	None	457444.90	852909.61	N	N/A	Kpaiyea	Clinic	207	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.385900000258,7.7158999997097],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7392	Salaya	ADM1
N			0	76341942.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Zorzor	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000014	IRC	Y	99c1bb77-5405-4623-a703-5bbea31b2242	N/A	"Joseph W. Sando"	-9.40	7.82	0	Cellcom	455724.72	864696.15	N	N/A	Yeala	Clinic	208	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4015999997158,7.8224999997123],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5650	Zorzor	ADM2
N			0	77763667.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Zorzor	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000054	IRC	Y	b836d73c-d4e8-4e31-90f4-0164f4a55547	N/A	"David Buyeah Kaitoe"	-9.71	7.80	0	None	421266.76	862165.79	N	N/A	Balagwalazu	Clinic	209	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7141000001831,7.7991999997093],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5650	Zorzor	ADM2
N			0	77445676.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Voinjama	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000034	"MOHSW only"	Y	85f228b0-4efd-4b63-a737-dc7945979cec	N/A	"james W. Zubah"	-9.84	8.33	0	Lonestar;Cellcom	407857.79	920855.53	N	N/A	Zenalormai	Clinic	210	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8368000000117,8.3297999997149],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7615	Voinjama	ADM1
N			0	6485753.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Voinjama	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000027	"MOHSW only"	Y	8e71580c-69c9-432e-8b2c-34b9f18c5cf9	N/A	"Lusu S.Queneh"	-9.73	8.20	0	Lonestar	419932.86	906038.47	Y	N/A	Dougomai	Clinic	211	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7268999995935,8.1959999997349],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7615	Voinjama	ADM1
N			0	5221441.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Voinjama	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000026	"MOHSW only"	Y	a6ab0e0b-fd60-491f-88c0-08b5046886b2	N/A	"Roseder Zarr"	-9.91	8.21	0	None	399932.41	907859.28	N	N/A	Kpademai	Clinic	212	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9085000004159,8.2120999998257],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7615	Voinjama	ADM1
Y			0	6413841.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Zorzor	Y	"0000-00-00 00:00:00"	davidjhealy	LR21-000010	IRC	Y	fa52bd5a-9794-4999-96ba-81ab9ec591ae	Y	"Daniel S. Fayiah"	-9.54	7.96	0	None	440111.46	880213.62	N/A	13	Konia	"Health Center"	213	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5433999995678,7.9627000004331],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5650	Zorzor	ADM2
N			0	76253915.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Zorzor	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000009	IRC	Y	04428ff3-fa24-4aae-94d1-b52eed6f2d53	N/A	"Richard F. Darnah"	-9.64	8.07	0	Cellcom	430034.00	892013.51	N	N/A	Luyema	Clinic	214	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6350000003225,8.0692999995856],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5650	Zorzor	ADM2
N			0	77260248.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Zorzor	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000001	IRC	Y	f35776fc-bf72-44d0-889f-5386d23aedb2	N/A	"Abraham B. Flomo"	-9.65	8.51	0	Cellcom	428634.00	901303.00	N	N/A	Barziwen	Clinic	215	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6478401141021,8.1533028152235],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5650	Zorzor	ADM2
N			0	77048510.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Voinjama	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000036	IRC	Y	5be508a6-9550-433b-917c-2b7ad0c97dce	N/A	"Ruth Gizzie"	-9.84	8.36	0	Cellcom	407864.47	924006.63	N	N/A	Bazagizia	Clinic	216	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8367999998532,8.3583000001867],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7615	Voinjama	ADM1
N			0	77887176.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Voinjama	N	"0000-00-00 00:00:00"	davidjhealy	LR21-000037	PMU	Y	4fe2cb34-90c1-4b39-b264-3c0078534185	N/A	"Edwin Ballah"	-9.88	8.30	0	None	403455.92	917227.44	N	N/A	Kpakamai	Clinic	217	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8767000000761,8.2968999995688],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7615	Voinjama	ADM1
N			0	77141818.00	Lofa	"0000-00-00 00:00:00"	davidjhealy	0	Voinjama	Y	"0000-00-00 00:00:00"	davidjhealy	LR21-000035	IRC	Y	3106b784-9bb4-4627-aea4-6d1eb53a682d	N/A	"Sylvester Dumbar"	-9.64	8.29	0	Cellcom	429720.67	916790.37	N	N/A	Barkedu	Clinic	218	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6382000001944,8.2934000000907],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7615	Voinjama	ADM1
